#Id	SuperClass	RefName
5.13.1.1	Clinical laboratory sciences	Clinical biochemistry
5.13.1.2	Clinical laboratory sciences	Cytogenetics
5.13.1.3	Clinical laboratory sciences	Cytohematology
5.13.1.4	Clinical laboratory sciences	cell biology|Cytology
5.13.1.5	Clinical laboratory sciences	Haemostasiology
5.13.1.6	Clinical laboratory sciences	Histology
5.13.1.7	Clinical laboratory sciences	Clinical immunology
5.13.1.8	Clinical laboratory sciences	Clinical microbiology
5.13.1.9	Clinical laboratory sciences	Molecular genetics
5.13.1.10	Clinical laboratory sciences	Parasitology
5.13.2	Medicine	Clinical Physiology
5.13.3	Medicine	Dentistry
5.13.3.1	Dentistry	Dental hygienist|Dental hygiene
5.13.3.2	Dentistry	Dental surgery
5.13.3.3	Dentistry	Endodontics
5.13.3.4	Dentistry	Orthodontics
5.13.3.5	Dentistry	Oral and maxillofacial surgery
5.13.3.6	Dentistry	Periodontics
5.13.3.7	Dentistry	Prosthodontics
5.13.3.8	Dentistry	Dental implant|Implantology
5.13.4	Medicine	Health informatics
5.13.5	Medicine	Nursing
5.13.5.1	Nursing	Nursing theory
5.13.6	Medicine	Midwifery|Midwifery-Obstetrics
5.13.7	Medicine	Nutrition
5.13.8	Medicine	Optometry
5.13.9	Medicine	Orthoptics
5.13.10	Medicine	Physiotherapy
5.13.11	Medicine	Occupational therapy
5.13.12	Medicine	Speech and language pathology
5.13.13	Medicine	Internal medicine
5.13.13.1	Internal medicine	Preventive medicine
5.13.13.2	Internal medicine	Cardiology
5.13.13.3	Internal medicine	Dermatology
5.13.13.4	Internal medicine	Pulmonology
5.13.13.4.1	Pulmonology	Medical toxicology
5.13.13.5	Internal medicine	Endocrinology
5.13.13.6	Internal medicine	Gastroenterology
5.13.13.6.1	Gastroenterology	Hepatology
5.13.13.7	Internal medicine	Oncology
5.13.13.8	Internal medicine	Geriatrics
5.13.13.9	Internal medicine	Gynaecology
5.13.13.10	Internal medicine	Hematology
5.13.13.11	Internal medicine	Infectious disease
5.13.13.12	Internal medicine	Nephrology
5.13.13.13	Internal medicine	Neurology
5.13.13.14	Internal medicine	Neurosurgery
5.13.13.15	Internal medicine	Obstetrics
5.13.13.16	Internal medicine	Ophthalmology
5.13.13.17	Internal medicine	Orthopedic surgery
5.13.13.17.1	Orthopedic surgery	Hand surgery
5.13.13.17.2	Orthopedic surgery	Foot and ankle surgery
5.13.13.17.3	Orthopedic surgery	Sports medicine
5.13.13.17.4	Orthopedic surgery	Joint replacement
5.13.13.17.5	Orthopedic surgery	Shoulder surgery
5.13.13.18	Internal medicine	Otolaryngology
5.13.13.19	Internal medicine	Pathology
5.13.13.20	Internal medicine	Pediatrics
5.13.14	Medicine	Pharmacy
5.13.15	Medicine	Pharmaceutical sciences
5.13.16	Medicine	Physical fitness
5.13.16.1	Physical fitness	aerobics
5.13.16.2	Physical fitness	Personal fitness training
5.13.16.3	Physical fitness	Kinesiology
5.13.17	Medicine	Podiatry
5.13.18	Medicine	Primary care
5.13.18.1	Primary care	General practice
5.13.19	Medicine	Psychiatry
5.13.19.1	Psychiatry	Addiction medicine
5.13.20	Medicine	Psychology
5.13.20.1	Psychology	Behavioral medicine
5.13.20.2	Psychology	Clinical psychology
5.13.20.3	Psychology	Health psychology
5.13.20.4	Psychology	Medical psychology
5.13.20.5	Psychology	Counseling psychology
5.13.21	Medicine	Public health
5.13.22	Medicine	Radiology
5.13.23	Medicine	Recreation therapy
5.13.24	Medicine	Rehabilitation medicine
5.13.25	Medicine	Respiratory medicine
5.13.25.1	Respiratory medicine	Pulmonology
5.13.25.2	Respiratory medicine	Sleep medicine
5.13.26	Medicine	Respiratory therapy
5.13.27	Medicine	Rheumatology
5.13.28	Medicine	Sports medicine
5.13.29	Medicine	Surgery
5.13.29.1	Surgery	Bariatric surgery
5.13.29.2	Surgery	Cardiothoracic surgery
5.13.29.3	Surgery	Neurosurgery
5.13.29.4	Surgery	Plastic surgery
5.13.29.5	Surgery	Traumatology
5.13.30	Medicine	Urology
5.13.30.1	Urology	Andrology
5.13.31	Medicine	Veterinary medicine
5.14	Professions	Military sciences
5.14.1	Military sciences	Amphibious warfare
5.14.2	Military sciences	Artillery
5.14.3	Military sciences	Battlespace
5.14.3.1	Battlespace	Aerial warfare|Air
5.14.3.2	Battlespace	Information warfare|Information
5.14.3.3	Battlespace	Ground warfare|Land
5.14.3.4	Battlespace	Naval warfare|Sea
5.14.3.5	Battlespace	Space warfare|Space
5.14.4	Military sciences	Military campaign|Campaigning
5.14.5	Military sciences	Military engineering
5.14.6	Military sciences	Doctrine
5.14.7	Military sciences	Game theory
5.14.7.1	Game theory	Containment
5.14.7.2	Game theory	Economic warfare
5.14.7.3	Game theory	Military science
5.14.7.4	Game theory	Philosophy of war
5.14.7.5	Game theory	Strategic studies
5.14.7.6	Game theory	Total war
5.14.8	Military sciences	Leadership
5.14.9	Military sciences	Military logistics|Logistics
5.14.9.1	Military logistics|Logistics	Materiel
5.14.9.2	Military logistics|Logistics	Military supply chain management|Supply chain management
5.14.10	Military sciences	Military history
5.14.10.1	Military history	Prehistoric warfare|Prehistoric
5.14.10.2	Military history	Ancient warfare|Ancient
5.14.10.3	Military history	Medieval warfare|Medieval
5.14.10.4	Military history	Early modern warfare|Early modern
5.14.10.5	Military history	Industrial warfare|Industrial
5.14.10.6	Military history	Modern warfare|Modern
5.14.10.7	Military history	Fourth-generation warfare
5.14.11	Military sciences	Military intelligence
5.14.12	Military sciences	Military law
5.14.13	Military sciences	Military medicine
5.14.14	Military sciences	Naval science
5.14.14.1	Naval science	Naval engineering
5.14.14.2	Naval science	Naval tactics
5.14.14.3	Naval science	Naval architecture
5.14.14.4	Naval science	Command and control
5.14.14.5	Naval science	Doctrine
5.14.14.6	Naval science	Military education and training|Education and training
5.14.14.7	Naval science	Military engineering|Engineers
5.14.14.8	Naval science	Military intelligence|Intelligence
5.14.14.9	Naval science	Military rank|Ranks
5.14.14.10	Naval science	Staff (military)|Staff
5.14.14.11	Naval science	Military technology|Technology and equipment
5.14.15	Military sciences	Strategy
5.14.15.1	Strategy	Attrition warfare|Attrition
5.14.15.2	Strategy	Military deception|Deception
5.14.15.3	Strategy	Strategic defence|Defensive
5.14.15.4	Strategy	Offensive (military)|Offensive
5.14.15.5	Strategy	Counter-offensive
5.14.15.6	Strategy	Strategic goal (military)|Goal
5.14.15.7	Strategy	Naval strategy|Naval
5.14.16	Military sciences	Military tactics|Tactics
5.14.16.1	Military tactics|Tactics	Air combat manoeuvring|Aerial
5.14.16.2	Military tactics|Tactics	Battle
5.14.16.3	Military tactics|Tactics	Cavalry tactics|Cavalry
5.14.16.4	Military tactics|Tactics	Charge (warfare)|Charge
5.14.16.5	Military tactics|Tactics	Cover (military)|Cover
5.14.16.6	Military tactics|Tactics	Counter-attack
5.14.16.7	Military tactics|Tactics	Counter-insurgency
5.14.16.8	Military tactics|Tactics	Defensive fighting position|Foxhole
5.14.16.9	Military tactics|Tactics	Guerrilla warfare
5.14.16.10	Military tactics|Tactics	Morale
5.14.16.11	Military tactics|Tactics	Naval tactics
5.14.16.12	Military tactics|Tactics	Siege
5.14.16.13	Military tactics|Tactics	Tactical objective
5.14.16.14	Military tactics|Tactics	Trench warfare
5.14.17	Military sciences	Weapon|Military weapons
5.14.17.1	Weapon|Military weapons	Armoured warfare|Armor
5.14.17.2	Weapon|Military weapons	Artillery
5.14.17.3	Weapon|Military weapons	Biological warfare|Biological
5.14.17.4	Weapon|Military weapons	Cavalry
5.14.17.5	Weapon|Military weapons	Conventional warfare|Conventional
5.14.17.6	Weapon|Military weapons	Chemical warfare|Chemical
5.14.17.7	Weapon|Military weapons	Cyberweapon|Cyber
5.14.17.8	Weapon|Military weapons	Electronic warfare|Electronic
5.14.17.9	Weapon|Military weapons	Infantry
5.14.17.10	Weapon|Military weapons	Nuclear warfare|Nuclear
5.14.17.11	Weapon|Military weapons	Psychological warfare|Psychological
5.14.17.12	Weapon|Military weapons	Unconventional warfare|Unconventional
5.14.18	Military sciences	Other Military
5.14.18.1	Other Military	Asymmetric warfare
5.14.18.2	Other Military	Cold war (general term)
5.14.18.3	Other Military	Mercenary
5.14.18.4	Other Military	Military campaign
5.14.18.5	Other Military	Military operation
5.14.18.6	Other Military	Network-centric warfare
5.14.18.7	Other Military	Principles of war
5.14.18.8	Other Military	Proxy war
5.14.18.9	Other Military	Religious war
5.14.18.10	Other Military	Theater (warfare)
5.14.18.11	Other Military	War crime
5.15	Professions	Public administration
5.15.1	Public administration	Corrections
5.15.2	Public administration	Conservation biology
5.15.3	Public administration	Criminal justice
5.15.4	Public administration	Emergency management
5.15.5	Public administration	Fire safety
5.15.6	Public administration	Fire ecology
5.15.7	Public administration	Government|Governmental affairs
5.15.8	Public administration	international relations|International affairs
5.15.9	Public administration	Peace and conflict studies
5.15.10	Public administration	Police science
5.15.11	Public administration	Policy studies
5.15.11.1	Policy studies	Policy analysis
5.15.12	Public administration	Public administration
5.15.12.1	Public administration	Nonprofit|Nonprofit administration
5.15.12.2	Public administration	Non-governmental organization|Non-governmental organization (NGO) administration
5.15.12.3	Public administration	Public policy doctrine
5.15.12.4	Public administration	Public policy school
5.15.12.5	Public administration	Regulation
5.15.13	Public administration	Public policy (law)|Public policy
5.15.13.1	Public policy (law)|Public policy	Agricultural policy|Agricultural
5.15.13.2	Public policy (law)|Public policy	Commercial policy|Commercial
5.15.13.3	Public policy (law)|Public policy	Cultural policy|Cultural
5.15.13.4	Public policy (law)|Public policy	Domestic policy|Domestic
5.15.13.5	Public policy (law)|Public policy	Drug policy|Drug
5.15.13.5.1	Drug policy|Drug	Drug policy reform|Drug reform
5.15.13.6	Public policy (law)|Public policy	Economic policy|Economic
5.15.13.6.1	Economic policy|Economic	Fiscal policy|Fiscal
5.15.13.6.2	Economic policy|Economic	Incomes policy|Incomes
5.15.13.6.3	Economic policy|Economic	Industrial policy|Industrial
5.15.13.6.4	Economic policy|Economic	Investment policy|Investment
5.15.13.6.5	Economic policy|Economic	Monetary policy|Monetary
5.15.13.6.6	Economic policy|Economic	Tax policy|Tax
5.15.13.7	Public policy (law)|Public policy	Education policy|Education
5.15.13.8	Public policy (law)|Public policy	Energy policy|Energy
5.15.13.8.1	Energy policy|Energy	Nuclear energy policy|Nuclear energy
5.15.13.8.2	Energy policy|Energy	Renewable energy policy|Renewable energy
5.15.13.9	Public policy (law)|Public policy	Environmental policy|Environmental
5.15.13.10	Public policy (law)|Public policy	Food policy|Food
5.15.13.11	Public policy (law)|Public policy	Foreign policy|Foreign
5.15.13.12	Public policy (law)|Public policy	Health policy|Health
5.15.13.12.1	Health policy|Health	Pharmaceutical policy|Pharmaceutical
5.15.13.12.2	Health policy|Health	Vaccination policy|Vaccination
5.15.13.13	Public policy (law)|Public policy	Housing policy|Housing
5.15.13.14	Public policy (law)|Public policy	Immigration policy|Immigration
5.15.13.15	Public policy (law)|Public policy	Knowledge policy|Knowledge
5.15.13.16	Public policy (law)|Public policy	Language policy|Language
5.15.13.17	Public policy (law)|Public policy	Military policy|Military
5.15.13.18	Public policy (law)|Public policy	Science policy|Science
5.15.13.18.1	Science policy|Science	Climate change policy|Climate change
5.15.13.18.2	Science policy|Science	Stem cell research policy|Stem cell
5.15.13.18.3	Science policy|Science	Space policy|Space
5.15.13.18.4	Science policy|Science	Technology policy|Technology
5.15.13.19	Public policy (law)|Public policy	Social policy|Social
5.15.13.20	Public policy (law)|Public policy	List of public policy topics by country|Public policy by country
5.16	Professions	Social work
5.16.1	Social work	Child welfare
5.16.2	Social work	Community practice
5.16.2.1	Community practice	Community organizing
5.16.2.2	Community practice	Social policy
5.16.3	Social work	Corrections
5.16.4	Social work	Gerontology
5.16.5	Social work	Medical social work
5.16.6	Social work	Mental health
5.16.7	Social work	School social worker|School social work
5.17	Professions	Transportation
5.17.1	Transportation	Highway safety
5.17.2	Transportation	Infographics
5.17.3	Transportation	Intermodal passenger transport|Intermodal transportation studies
5.17.4	Transportation	Marine transportation
5.17.4.1	Marine transportation	Port management
5.17.5	Transportation	Operations research
5.17.6	Transportation	Mass transit
